id,title,description,link,price,availability,condition,brand,product_category,unit,standard,fulfillment_lead
MVS-GC-ANCG,"Ground Anchor — 32-in Rebar Pin, per Leg",The standard bare-ground anchor. Certified ratings on ground usually call for auger-style anchors — quoted at engineering review.,https://mistyvalleysupply.com/#/p/MVS-GC-ANCG,8.00 USD,in_stock,new,Misty Valley Supply,Site Structures,EA,Driven rebar through the base rail,with unit
MVS-GC-ANCC,"Concrete Anchor — Wedge Bolt, per Leg",For legs on a cured slab. The slab itself is by others — pour it before the crew is scheduled.,https://mistyvalleysupply.com/#/p/MVS-GC-ANCC,12.00 USD,in_stock,new,Misty Valley Supply,Site Structures,EA,Expansion wedge anchor into cured slab,with unit
MVS-GC-ANCA,"Asphalt Anchor — Barbed Auger, per Leg",For legs on an asphalt pad. Barbed rod bites through the mat into the base below.,https://mistyvalleysupply.com/#/p/MVS-GC-ANCA,25.00 USD,in_stock,new,Misty Valley Supply,Site Structures,EA,Barbed rod driven through asphalt,with unit
MVS-GC-LEAN,"Lean-To — 6 ft Wide, per 5-ft Bay, Legs + Roof","A covered wing down one side — firewood, a mower, a run-in. Ordered per bay to match the main frame.",https://mistyvalleysupply.com/#/p/MVS-GC-LEAN,325.00 USD,in_stock,new,Misty Valley Supply,Site Structures,EA,Shed-roof wing off the eave side,with unit
MVS-GC-CERT,"Certified Wind/Snow Package — Engineered, Sealed Drawings","Engineered drawings for your county's wind and snow loads — drafted by us, sealed by licensed partner engineers. A quote line, not a pre-existing certificate.",https://mistyvalleysupply.com/#/p/MVS-GC-CERT,695.00 USD,in_stock,new,Misty Valley Supply,Site Structures,EA,Engineered to your county's loads,2-3 weeks after order confirmation
MVS-CI-PART8,"Container Partition Kit — Steel Stud, per 8-ft Wall",Divides a container into rooms. Screws to the corrugation rails.,https://mistyvalleysupply.com/#/p/MVS-CI-PART8,185.00 USD,in_stock,new,Misty Valley Supply,Site Structures,EA,20-ga steel stud + track,1-2 weeks
MVS-CI-INSUL8,Insulation + Wall Liner — per 8-ft Bay,Closed-cell foam behind washable white panel. Kills condensation.,https://mistyvalleysupply.com/#/p/MVS-CI-INSUL8,420.00 USD,in_stock,new,Misty Valley Supply,Site Structures,EA,Closed-cell + white panel liner,1-2 weeks
MVS-CI-ELEC,Container Electrical Package — Panel + 4 Circuits,"Panel, receptacles, LED lighting, exterior inlet. Inspector-ready.",https://mistyvalleysupply.com/#/p/MVS-CI-ELEC,1850.00 USD,in_stock,new,Misty Valley Supply,Site Structures,EA,"Listed load center, surface raceway",2-3 weeks
MVS-CI-HVAC12,Mini-Split — 12k BTU Heat/Cool,Heats and cools a 20-ft conversion. Wall-sleeve mount through the corrugation.,https://mistyvalleysupply.com/#/p/MVS-CI-HVAC12,1450.00 USD,in_stock,new,Misty Valley Supply,Site Structures,EA,ENERGY STAR heat pump,1-2 weeks
MVS-CI-WIN36,Container Window Kit — 36 × 36 with Welded Frame,Frame welds into a plasma-cut opening. Glass sets after paint.,https://mistyvalleysupply.com/#/p/MVS-CI-WIN36,385.00 USD,in_stock,new,Misty Valley Supply,Site Structures,EA,"Framed cutout, insulated slider",2-3 weeks
MVS-CI-DOOR36,Container Man-Door Kit — 36 in Steel,Walk in without swinging the cargo doors. Keyed lockset included.,https://mistyvalleysupply.com/#/p/MVS-CI-DOOR36,685.00 USD,in_stock,new,Misty Valley Supply,Site Structures,EA,"Insulated steel door, welded frame",2-3 weeks
MVS-CI-FLR8,LVP Floor over Subfloor — per 8-ft Bay,Seals the original marine ply under a clean working floor.,https://mistyvalleysupply.com/#/p/MVS-CI-FLR8,310.00 USD,in_stock,new,Misty Valley Supply,Site Structures,EA,Vapor barrier + LVP,1-2 weeks
MVS-DK-SEC410,Floating Dock Section — 4 ft × 10 ft,"The building block: walkways, fingers, and swim platforms all stack from this section.",https://mistyvalleysupply.com/#/p/MVS-DK-SEC410,1650.00 USD,in_stock,new,Misty Valley Supply,Docks & Waterfront,EA,"Galvanized frame, foam-filled floats",3-5 weeks
MVS-DK-SEC810,Floating Dock Section — 8 ft × 10 ft Platform,"The main platform — seating, swim deck, or the slip head.",https://mistyvalleysupply.com/#/p/MVS-DK-SEC810,2950.00 USD,in_stock,new,Misty Valley Supply,Docks & Waterfront,EA,"Galvanized frame, foam-filled floats",3-5 weeks
MVS-DK-GANG20,Aluminum Gangway — 3 ft × 20 ft,Shore to dock across the fluctuation zone. Rolls on the dock end.,https://mistyvalleysupply.com/#/p/MVS-DK-GANG20,2400.00 USD,in_stock,new,Misty Valley Supply,Docks & Waterfront,EA,"Welded aluminum, transition plates",3-5 weeks
MVS-DK-DECKC,Composite Decking Upgrade — per Section,Barefoot-friendly and never needs sealing. Ordered per section.,https://mistyvalleysupply.com/#/p/MVS-DK-DECKC,240.00 USD,in_stock,new,Misty Valley Supply,Docks & Waterfront,EA,"Capped composite, hidden fasteners",with dock
MVS-DK-CLEAT10,Galvanized Dock Cleat — 10 in,One per 10 ft of moorable edge is the working rule.,https://mistyvalleysupply.com/#/p/MVS-DK-CLEAT10,18.00 USD,in_stock,new,Misty Valley Supply,Docks & Waterfront,EA,Hot-dip galvanized,1 week
MVS-DK-BUMP10,Dock Edge Bumper — 10 ft,Every edge a hull can reach gets bumper. Gelcoat is expensive.,https://mistyvalleysupply.com/#/p/MVS-DK-BUMP10,95.00 USD,in_stock,new,Misty Valley Supply,Docks & Waterfront,EA,UV-stable vinyl P-profile,1 week
MVS-DK-LAD4,"Swim Ladder — 4-Step, Flip-Up",Flips clear of the water when not in use — slows algae and ice damage.,https://mistyvalleysupply.com/#/p/MVS-DK-LAD4,210.00 USD,in_stock,new,Misty Valley Supply,Docks & Waterfront,EA,"Aluminum, flip-up stow",1 week
MVS-DK-ANCH,Dock Anchor Kit — per Corner,Deadweight and chain sized for the fluctuation zone. Four corners minimum.,https://mistyvalleysupply.com/#/p/MVS-DK-ANCH,145.00 USD,in_stock,new,Misty Valley Supply,Docks & Waterfront,EA,Deadweight + galvanized chain,with dock
MVS-SC-DOOR3,"Shed Door — 3-0 × 6-10 Prehung, Primed","Hinged, latched, ready to set in a framed rough opening.",https://mistyvalleysupply.com/#/p/MVS-SC-DOOR3,185.00 USD,in_stock,new,Misty Valley Supply,Site Structures,EA,Prehung on treated jamb,5-7 days
MVS-SC-WIN34,Shed Window — 3 ft × 4 ft with J-Trim,Screwed to the sheathing over a framed opening. Screen included.,https://mistyvalleysupply.com/#/p/MVS-SC-WIN34,95.00 USD,in_stock,new,Misty Valley Supply,Site Structures,EA,"Single-pane, aluminum frame",5-7 days
MVS-SC-RAMP4,"Shed Ramp Kit — 4 ft, Rated 1,000 lb","Mower, tiller, or a loaded hand truck. Lag-hooks to the floor frame.",https://mistyvalleysupply.com/#/p/MVS-SC-RAMP4,265.00 USD,in_stock,new,Misty Valley Supply,Site Structures,EA,"PT frame, cleated deck",5-7 days
MVS-SC-LOFT8,Shed Loft Kit — per 8-ft Bay,Overhead storage across one 8-ft bay at the gable end.,https://mistyvalleysupply.com/#/p/MVS-SC-LOFT8,145.00 USD,in_stock,new,Misty Valley Supply,Site Structures,EA,2×4 ledger + OSB deck,5-7 days
MVS-SC-CUP24,"Cupola — 24 in, Vented with Weathervane Mount",Passive ridge ventilation that also sells the building.,https://mistyvalleysupply.com/#/p/MVS-SC-CUP24,395.00 USD,in_stock,new,Misty Valley Supply,Site Structures,EA,"Vinyl-clad, screened vents",1-2 weeks
MVS-RF-MTL29,"Metal Roofing — 29-ga Panel, Cut to Length",Mill cuts panels to your rafter length — no field seams on a shed roof.,https://mistyvalleysupply.com/#/p/MVS-RF-MTL29,148.00 USD,in_stock,new,Misty Valley Supply,Roofing Accessories,SQ,ASTM A653 galvanized substrate,1-2 weeks
MVS-IMP-R10,"Insulated Metal Roof Panel — High-Rib, 1"" PIR Core",Panel and insulation in one lift. Quoted per project cut list; freight quoted separately.,https://mistyvalleysupply.com/#/p/MVS-IMP-R10,675.00 USD,in_stock,new,Misty Valley Supply,Roofing Accessories,SQ,"26-ga Galvalume faces, PIR core",10-16 weeks
MVS-IMP-R15,"Insulated Metal Roof Panel — High-Rib, 1.5"" PIR Core",The commercial re-roof workhorse thickness. Quoted per project cut list; freight quoted separately.,https://mistyvalleysupply.com/#/p/MVS-IMP-R15,745.00 USD,in_stock,new,Misty Valley Supply,Roofing Accessories,SQ,"26-ga Galvalume faces, PIR core, ~R-13",10-16 weeks
MVS-IMP-R20,"Insulated Metal Roof Panel — High-Rib, 2"" PIR Core",Most makers' minimum roof core. Quoted per project cut list; freight quoted separately.,https://mistyvalleysupply.com/#/p/MVS-IMP-R20,815.00 USD,in_stock,new,Misty Valley Supply,Roofing Accessories,SQ,"26-ga Galvalume faces, PIR core, ~R-16",10-16 weeks
MVS-IMP-R25,"Insulated Metal Roof Panel — High-Rib, 2.5"" PIR Core",Quoted per project cut list; freight quoted separately.,https://mistyvalleysupply.com/#/p/MVS-IMP-R25,885.00 USD,in_stock,new,Misty Valley Supply,Roofing Accessories,SQ,"26-ga Galvalume faces, PIR core, ~R-20",10-16 weeks
MVS-IMP-R30,"Insulated Metal Roof Panel — High-Rib, 3"" PIR Core",Quoted per project cut list; freight quoted separately.,https://mistyvalleysupply.com/#/p/MVS-IMP-R30,950.00 USD,in_stock,new,Misty Valley Supply,Roofing Accessories,SQ,"26-ga Galvalume faces, PIR core, ~R-24",10-16 weeks
MVS-IMP-R40,"Insulated Metal Roof Panel — High-Rib, 4"" PIR Core",Cold-storage class. Quoted per project cut list; freight quoted separately.,https://mistyvalleysupply.com/#/p/MVS-IMP-R40,1095.00 USD,in_stock,new,Misty Valley Supply,Roofing Accessories,SQ,"26-ga Galvalume faces, PIR core, ~R-32",10-16 weeks
MVS-SF-CP6,"C-Purlin — 6"" × 12 ft, 14-ga Galvanized",Structural roof purlin — return-lip C profile. Span tables per engineered layout.,https://mistyvalleysupply.com/#/p/MVS-SF-CP6,32.00 USD,in_stock,new,Misty Valley Supply,Sheathing & Framing,EA,ASTM A653 G90,1-2 weeks
MVS-SF-CP8,"C-Purlin — 8"" × 12 ft, 14-ga Galvanized",Structural roof purlin — return-lip C profile. Span tables per engineered layout.,https://mistyvalleysupply.com/#/p/MVS-SF-CP8,41.00 USD,in_stock,new,Misty Valley Supply,Sheathing & Framing,EA,ASTM A653 G90,1-2 weeks
MVS-TR-G12,Engineered Gable Truss — up to 12 ft Span,"Plant-built, delivered stacked. Design sheet included for permits.",https://mistyvalleysupply.com/#/p/MVS-TR-G12,92.00 USD,in_stock,new,Misty Valley Supply,Site Structures,EA,"Plated truss, sealed design sheet",1-2 weeks
MVS-FA-CLA,"First Aid Kit — ANSI Z308.1 Class A, 25-Person","Plastic case, wall-mountable. Class A fill: the required minimums for common workplace injuries.",https://mistyvalleysupply.com/#/p/MVS-FA-CLA,27.00 USD,in_stock,new,Misty Valley Supply,Jobsite Compliance,kit,ANSI/ISEA Z308.1-2021 Class A,2–4 days
MVS-FA-CLB,"First Aid Kit — ANSI Z308.1 Class B, 50-Person Cabinet","Metal wall cabinet. Class B: more of everything, plus splint and tourniquet for high-risk work.",https://mistyvalleysupply.com/#/p/MVS-FA-CLB,75.00 USD,in_stock,new,Misty Valley Supply,Jobsite Compliance,kit,ANSI/ISEA Z308.1-2021 Class B,2–4 days
MVS-FE-10,Fire Extinguisher — 10 lb ABC Dry Chemical,"Rechargeable, wall hook included. Tag it — the annual maintenance check is part of the rule.",https://mistyvalleysupply.com/#/p/MVS-FE-10,95.00 USD,in_stock,new,Misty Valley Supply,Jobsite Compliance,each,UL rated 4-A:80-B:C,2–4 days
MVS-RS-N95,N95 Particulate Respirator — Box of 20,"Two-strap cup style, adjustable nose clip. Voluntary dust use still gets Appendix D.",https://mistyvalleysupply.com/#/p/MVS-RS-N95,30.00 USD,in_stock,new,Misty Valley Supply,Jobsite Compliance,box,NIOSH N95 (42 CFR 84),2–4 days
MVS-RS-P100,Half-Mask Respirator — with P100 Filters,"Elastomeric half facepiece, pair of P100 filters. Silica cuts, lead, long dusty days.",https://mistyvalleysupply.com/#/p/MVS-RS-P100,38.00 USD,in_stock,new,Misty Valley Supply,Jobsite Compliance,each,NIOSH P100 (42 CFR 84),2–4 days
MVS-EP-200,"Foam Earplugs — Uncorded, Box of 200 Pairs",Dispenser box. The consumable every crew burns through — one shift per pair.,https://mistyvalleysupply.com/#/p/MVS-EP-200,26.00 USD,in_stock,new,Misty Valley Supply,Jobsite Compliance,box,NRR 29 (ANSI S3.19),2–4 days
MVS-EM-27,"Earmuffs — Over-the-Head, NRR 27","On and off in a second. For intermittent noise, and for the ears a foam plug never fits.",https://mistyvalleysupply.com/#/p/MVS-EM-27,24.00 USD,in_stock,new,Misty Valley Supply,Jobsite Compliance,each,NRR 27 (ANSI S3.19),2–4 days
MVS-EL-GFCI,"GFCI Pigtail — Inline, 12/3, Single Tap","Open-neutral protection, manual reset. One at every generator and borrowed-receptacle drop.",https://mistyvalleysupply.com/#/p/MVS-EL-GFCI,42.00 USD,in_stock,new,Misty Valley Supply,Jobsite Compliance,each,UL 943 Class A,2–4 days
MVS-EL-123,"Extension Cord — 100 ft, 12/3 SJTW","15 A, lighted ends. 12-gauge holds voltage at full length — 14-gauge does not.",https://mistyvalleysupply.com/#/p/MVS-EL-123,85.00 USD,in_stock,new,Misty Valley Supply,Jobsite Compliance,each,"SJTW 12/3, UL listed",2–4 days
MVS-EL-STR,"LED Work Light String — 100 ft, 10 Lamps","Hang hooks included, linkable. Cool-running LED — nothing shatters, no relamping.",https://mistyvalleysupply.com/#/p/MVS-EL-STR,129.00 USD,in_stock,new,Misty Valley Supply,Jobsite Compliance,each,"LED stringer, 5000K",2–4 days
MVS-RF-SYN10,Synthetic Roof Underlayment — 10-Square Roll,"48 in × 250 ft. Cap-fastened. A slick deck is a fall hazard, not a product feature — walk it right.",https://mistyvalleysupply.com/#/p/MVS-RF-SYN10,85.00 USD,in_stock,new,Misty Valley Supply,Roofing Accessories,roll,ASTM D8257,1–3 days
MVS-RF-IWS,"Ice & Water Shield — Self-Adhering, 2-Square Roll","36 in × 66.7 ft. Seals around fasteners. Eaves, valleys, penetrations.",https://mistyvalleysupply.com/#/p/MVS-RF-IWS,69.00 USD,in_stock,new,Misty Valley Supply,Roofing Accessories,roll,ASTM D1970,1–3 days
MVS-RF-DE10,"Drip Edge — Aluminum, 10 ft",White or mill finish. Order by the bundle — every foot of eave and rake gets one.,https://mistyvalleysupply.com/#/p/MVS-RF-DE10,9.25 USD,in_stock,new,Misty Valley Supply,Roofing Accessories,each,"Aluminum, Type C profile",1–3 days
MVS-RF-BOOT,Pipe Boot Flashing — Fits 1.5–3 in Vents,Adjustable-pitch base. The cracked boot is the most common service-call leak in the trade.,https://mistyvalleysupply.com/#/p/MVS-RF-BOOT,13.50 USD,in_stock,new,Misty Valley Supply,Roofing Accessories,each,"TPE boot, aluminum base",1–3 days
MVS-RF-CN72,"Coil Roofing Nails — 1-1/4 in, 7,200 ct","Electro-galvanized, 15° wire coil. A box runs about twenty squares at four nails a shingle.",https://mistyvalleysupply.com/#/p/MVS-RF-CN72,42.00 USD,in_stock,new,Misty Valley Supply,Roofing Accessories,box,"ASTM F1667, 12 ga galv.",1–3 days
MVS-FS-EX9,"Exterior Screws — #9 × 2-1/2 in, 5 lb","Polymer-coated for treated lumber. Decks, fences, blocking, temporary bracing.",https://mistyvalleysupply.com/#/p/MVS-FS-EX9,37.00 USD,in_stock,new,Misty Valley Supply,Sheathing & Framing,box,"#9 coated, T-25 star drive",2–3 days
MVS-FS-DW158,"Drywall Screws — #6 × 1-5/8 in Coarse, 5 lb","Bugle head, coarse thread for wood studs. About 850 screws — call it a dozen sheets.",https://mistyvalleysupply.com/#/p/MVS-FS-DW158,25.00 USD,in_stock,new,Misty Valley Supply,Drywall,box,ASTM C1002,1–2 days
MVS-AD-CON28,"Construction Adhesive — Subfloor, 28 oz","Quart-size tube, gun sold separately. One tube runs about three sheets of subfloor.",https://mistyvalleysupply.com/#/p/MVS-AD-CON28,12.50 USD,in_stock,new,Misty Valley Supply,Sheathing & Framing,tube,ASTM D3498,2–3 days
MVS-SL-PU10,Polyurethane Sealant — 10 oz Cartridge,"Gun-grade, paintable. Concrete, masonry, metal — the exterior joint workhorse.",https://mistyvalleysupply.com/#/p/MVS-SL-PU10,11.00 USD,in_stock,new,Misty Valley Supply,Siding,tube,"ASTM C920, Class 25",1–3 days
MVS-SL-SIL10,"Silicone Sealant — 100%, 10.1 oz Cartridge","Clear and white. Takes no paint, ever — buy the color, not the intention to paint it.",https://mistyvalleysupply.com/#/p/MVS-SL-SIL10,11.50 USD,in_stock,new,Misty Valley Supply,Siding,tube,"ASTM C920, 100% silicone",1–3 days
MVS-FT-475,"Flashing Tape — Self-Adhered, 4 in × 75 ft","Butyl-based, straight-line tear. A roll does about six window openings.",https://mistyvalleysupply.com/#/p/MVS-FT-475,29.00 USD,in_stock,new,Misty Valley Supply,Sheathing & Framing,roll,AAMA 711,2–3 days
MVS-BT-CAU,"Barricade Tape — CAUTION, 3 in × 1,000 ft","Yellow means proceed with care. Wet concrete, edges being worked, overhead work below.",https://mistyvalleysupply.com/#/p/MVS-BT-CAU,11.00 USD,in_stock,new,Misty Valley Supply,Site Protection & Erosion,roll,"2 mil PE, yellow/black",2–3 days
MVS-BT-DAN,"Barricade Tape — DANGER, 3 in × 1,000 ft",Red means keep out entirely. Not interchangeable with caution yellow.,https://mistyvalleysupply.com/#/p/MVS-BT-DAN,11.00 USD,in_stock,new,Misty Valley Supply,Site Protection & Erosion,roll,"2 mil PE, red/white",2–3 days
MVS-MP-INV,"Marking Paint — Inverted Tip, Case of 12","17 oz cans, one color per case. White, fluorescent orange, green, blue, red, yellow.",https://mistyvalleysupply.com/#/p/MVS-MP-INV,89.00 USD,in_stock,new,Misty Valley Supply,Site Protection & Erosion,case,"Inverted tip, APWA colors",2–3 days
MVS-PY-620,"Poly Sheeting — 6 mil, 20 ft × 100 ft","Clear. Vapor retarder, containment walls, curing cover, weather protection.",https://mistyvalleysupply.com/#/p/MVS-PY-620,89.00 USD,in_stock,new,Misty Valley Supply,Site Protection & Erosion,roll,"ASTM D4397, 6 mil",2–3 days
MVS-TP-2030,Heavy-Duty Tarp — 20 ft × 30 ft,Reinforced grommets every 18 in. The lumber-drop and torn-off-roof cover.,https://mistyvalleysupply.com/#/p/MVS-TP-2030,115.00 USD,in_stock,new,Misty Valley Supply,Site Protection & Erosion,each,"12 mil poly, UV-treated",2–3 days
MVS-FP-RAM,Floor Protection Board — 38 in × 100 ft Roll,"Lays flat, no curl-back, takes cart traffic. The finish-phase logistics standard.",https://mistyvalleysupply.com/#/p/MVS-FP-RAM,66.00 USD,in_stock,new,Misty Valley Supply,Site Protection & Erosion,roll,42 mil fiberboard,2–3 days
MVS-SW-18,"Stretch Wrap — 18 in × 1,500 ft, 80 ga",Hand roll with extended-core handles. Wrap it or chase it down I-65.,https://mistyvalleysupply.com/#/p/MVS-SW-18,24.00 USD,in_stock,new,Misty Valley Supply,Site Protection & Erosion,roll,80 ga cast film,2–3 days
MVS-EC-SILT,"Silt Fence — 36 in × 100 ft, Staked",Stakes pre-attached. The downhill perimeter line on every disturbed acre.,https://mistyvalleysupply.com/#/p/MVS-EC-SILT,42.00 USD,in_stock,new,Misty Valley Supply,Site Protection & Erosion,roll,"ASTM D6461 fabric, staked",2–3 days
MVS-EC-SF4,"Safety Fence — Orange, 4 ft × 100 ft","T-posts sold separately. Excavations, drop zones, no-go areas.",https://mistyvalleysupply.com/#/p/MVS-EC-SF4,44.00 USD,in_stock,new,Misty Valley Supply,Site Protection & Erosion,roll,HDPE barrier mesh,2–3 days
MVS-EC-SB100,"Sandbags — Empty, Woven PP, Bundle of 100","Fill on site. Ballast, hold-downs, inlet protection, water diversion.",https://mistyvalleysupply.com/#/p/MVS-EC-SB100,52.00 USD,in_stock,new,Misty Valley Supply,Site Protection & Erosion,bundle,"Woven PP, UV-treated, 14 × 26 in",2–3 days
MVS-PT-448,"Post — 4×4×8 PT #2, Ground Contact","Guard posts, stair posts, light framing. Actual 3-1/2 × 3-1/2.",https://mistyvalleysupply.com/#/p/MVS-PT-448,11.85 USD,in_stock,new,Misty Valley Supply,Decking & Outdoor Lumber,EA,"PS 20, UC4A ground contact",Same day
MVS-PT-668,"Post — 6×6×8 PT #2, Ground Contact",The deck support post. Actual 5-1/2 × 5-1/2. Cut end gets field preservative.,https://mistyvalleysupply.com/#/p/MVS-PT-668,29.50 USD,in_stock,new,Misty Valley Supply,Decking & Outdoor Lumber,EA,"PS 20, UC4B ground contact",Same day
MVS-PT-2812,Joist — 2×8×12 PT #2 SYP,"Deck joists, ledgers, rim. Crown up. 16 in o.c. spans to the R507.6 table.",https://mistyvalleysupply.com/#/p/MVS-PT-2812,14.75 USD,in_stock,new,Misty Valley Supply,Decking & Outdoor Lumber,EA,"PS 20, SYP #2, UC3B",Same day
MVS-PT-21012,Beam Stock — 2×10×12 PT #2 SYP,Doubled for deck beams; also the stair-stringer blank.,https://mistyvalleysupply.com/#/p/MVS-PT-21012,21.50 USD,in_stock,new,Misty Valley Supply,Decking & Outdoor Lumber,EA,"PS 20, SYP #2, UC3B",Same day
MVS-PT-5412,"Deck Board — 5/4×6×12 PT, Radius Edge","Actual 1 × 5-1/2. Lay bark side down, gap 1/4 in wet-to-wet.",https://mistyvalleysupply.com/#/p/MVS-PT-5412,12.95 USD,in_stock,new,Misty Valley Supply,Decking & Outdoor Lumber,EA,"PS 20, UC3B, radius edge",Same day
MVS-PT-248,Rail Stock — 2×4×8 PT #2,"Guard rails, blocking, stair framing. Exterior fasteners only.",https://mistyvalleysupply.com/#/p/MVS-PT-248,6.45 USD,in_stock,new,Misty Valley Supply,Decking & Outdoor Lumber,EA,"PS 20, UC3B",Same day
MVS-PT-BAL,"Baluster — 2×2×42 PT, Beveled",One per 5-1/2 in of rail run keeps the sphere out. Sold by the bundle in spirit.,https://mistyvalleysupply.com/#/p/MVS-PT-BAL,1.95 USD,in_stock,new,Misty Valley Supply,Decking & Outdoor Lumber,EA,"PS 20, UC3B",Same day
MVS-HD-LUS28,"Joist Hanger — 2×8, Double-Shear, G90",Face-mount. Fill every hole with the listed hanger nail or screw.,https://mistyvalleysupply.com/#/p/MVS-HD-LUS28,2.10 USD,in_stock,new,Misty Valley Supply,Decking & Outdoor Lumber,EA,"ASTM A653 G90, 18 ga",Same day
MVS-HD-ABU66,"Post Base — 6×6, Standoff, ZMAX",1 in standoff keeps end grain out of the puddle. Anchors to the footing.,https://mistyvalleysupply.com/#/p/MVS-HD-ABU66,28.50 USD,in_stock,new,Misty Valley Supply,Decking & Outdoor Lumber,EA,ASTM A653 G185 (ZMAX),Same day
MVS-FS-STR50,"Structural Screws — 1/4 × 3 in, 50 ct",Ledger and hardware duty. A lag alternative with a published report.,https://mistyvalleysupply.com/#/p/MVS-FS-STR50,44.00 USD,in_stock,new,Misty Valley Supply,Decking & Outdoor Lumber,box,"ICC-ES evaluated, coated",Same day
MVS-CN-80,Concrete Mix — 80 lb Bag,About 0.6 cu ft per bag. Three bags fills a 10 in tube 30 in deep.,https://mistyvalleysupply.com/#/p/MVS-CN-80,6.50 USD,in_stock,new,Misty Valley Supply,Decking & Outdoor Lumber,bag,"ASTM C387, 4,000 psi",Same day
